no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
1662,??????? ????? ????? ?????? ?????????????????? ???????,FAM TIME STEAK AND PASTA The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1672,???? ????????? ????????,NINE (9) The Mall Ramkamhang,G,????????? ????????,The Mall Ramkamhang,Dining,Dining,active,,,,,,,,,,,,,,,,,
1680,????????? ?????????????????? ???????,LIUNI TEA The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1684,?????? ???????????????? ???????? ?????????????????? ???????,WISDOM INTERNATIONAL BUFFET The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1687,??????????? ?????????????????? ??????????,SIZZLER The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1690,???????? ?????????????????? ??????????,CHESTER'S The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1693,??????? ????? ????????? ?????,HACHIBAN RAMEN The Mall Korat,2,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1696,??????? ????? ????????? ????????,HACHIBAN RAMEN The Mall Ramkamhang,G,????????? ????????,The Mall Ramkamhang,Dining,Dining,active,,,,,,,,,,,,,,,,,
1697,???? ?????????????????? ??????????,DOU The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1725,??????? ?????????????????? ?????,KOI THE The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1733,???????? ?????????????????? ?????,SOMTAM NUA The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1737,???? ???????? ?????????????????? ?????,HONGDAE BUFFET The Mall Lifestore Bangkae,3,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1743,??????????? ?????????????????? ??????????,DAILY TEA BAR The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1748,??????????? ?????????????????? ???????,SIZZLER The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1753,????????? ?????????????????? ??????,True Coffee The Mall Lifestore Thapra,,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1756,??????? ?????????????????? ???????,INTHANIN The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1757,???? ?? ??? ?? ?????????????????? ?????,NICE TWO MEAT U The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1760,???????? ?????????????????? ??????????,SANTA FE The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1762,??????? ?????????????????? ?????,DUNKIN The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1763,???? ???? ?? ?????????????????? ???????,HUA SENG HONG The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1764,?????????? ?????????????????? ??????????,CASA LAPIN The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1767,?????? ?????????????????? ??????????,BONCHON The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1774,????? ????? ????????? ?????,LA MOON CAFE The Mall Korat,3,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1775,??????? ?????????????????? ???????,DUNKIN The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1788,???? ???????? ?????????????????? ?????,MOMO PARADISE The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1808,??????????????? ?????????????????? ??????????,LAEM CHAROEN SEAFOOD The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1813,?????? ?????????????????? ???????,MALAKOR The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1814,??????? ????? ?????????????????? ??????,HACHIBAN RAMEN The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1819,?????? ?????????????????? ??????????,TANING The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1833,??????? ?????????????????? ?????,SUSHIRO The Mall Lifestore Bangkae,3,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1843,?????? ?????????? ?????????????????? ??????????,RUNJUAN PUNPUANJAI The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1845,??????? ?????????????????? ?????,KATSUYA The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1854,?????? ???? ????? ???? ???????? ???????? ?????????????????? ???????,SENJU SHABU & SUSHI PREMIUM BUFFET The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1862,???? ???????? ?????????????????? ?????,THE BIBIMBAB The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1863,???? ????? ?????????????????? ???????,YUZU RAMEN The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1865,??????? ?????? ?????????????????? ???????,SECRET RECIPE The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1868,???????? ?????? ???????? ?????????????????? ?????,MR.JOLLY YOGURT The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1870,??????? ?????????????????? ?????,KFC The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1878,????? ??????? ?????????????????? ??????,MENG ZAP NUA The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1882,???????? ?????????????????? ???????,BOON TONG KEE The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1885,?????????????? ?????? ?????????????????? ??????,PRANAKORN NOODLE The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1892,???????? ?????????????????? ???????,SANTA FE The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1895,?????? ?????????????????? ??????????,TUMMOUR The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1896,1:2 (??? ?? ????) ?????????????????? ???????,1:2 (ONE TO TWO COFFEE) The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1898,?????????? ???? ?????????????????? ???????,SHINKANZEN SUSHI The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1912,????????? ?????? ?????????????????? ???????,BAR B Q PLAZA The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1913,???? ?????? ?????????????????? ?????,FOUR SEASONS CHINESE RESTAURANT The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1914,??? ??????? ?? ??? ?????????????????? ???????,CATH KIDSTON TEA ROOM The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1919,????????? ?????????????????? ??????????,KAGONOYA The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1920,???????? ?????????????????? ??????????,CHESTER'S The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1927,????????? ?????????????????? ??????????,BLENDIES The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1930,??? ??? ???? ?????????????????? ??????????,EAT AM ARE The Mall Lifestore Ngamwongwan,3,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1931,??????? ?????????????????? ???????,OH JUICE The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1939,???????? ????????? ?????,CHA TRA MUE The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1941,???? ??? ?????? ????????? ?????????????????? ??????????,ARUNN BY KAITHONG ORIGINAL The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1950,?????????? ?????? ?????????????????? ?????,STARBUCKS The Mall Lifestore Bangkae,,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1951,?? ????? ?????????????????? ???????,JOE WINGS The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1965,??? ????????? ?????????????????? ??????????,TIM HORTONS The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1971,?????????? ??????? ?????????????????? ???????,LOONG MALA BUFFET The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1974,?????? ?????????????????? ?????,KOFUKU The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1984,???? ?? ?????????????????? ??????????,KAMU TEA The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1986,????????? ?????? ?????????????????? ?????,BAR B Q PLAZA The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2000,????????????? ?????? ?????????????????? ???????,MANDARIN SUKI DIM SUM The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2004,???????? ?????????????????? ?????,SANTA FE The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2006,??????????? ?????????????????? ???????,MAE SRI RUEN The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2009,??????? ?????? ?????????????????? ?????,SECRET RECIPE The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2010,?????? ?????? ?????????????????? ???????,ME MORE GELATO The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2016,????????? ?????????????????? ?????,ZAAB ELI The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2020,?????? ?????????????????? ???????,BONCHON The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2022,???????????????????? ?????????????????? ?????,ZEN RESTAURANT The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2028,???????? ?????????????????? ???????,OHKAJHU The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2029,?????????????? ?????? ?????????????????? ???????,PRANAKORN NOODLE The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2030,?? ?????? ?????????????????? ?????,THE ALLEY The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2038,???? ?? ????????? ?????,KAMU TEA The Mall Korat,2,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
2063,???????? ?????????????????? ?????,OHKAJHU The Mall Lifestore Bangkae,3,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2066,???????? ?????????????????? ??????????,SOMTAM NUA The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2067,??????????? ?????????? ?????????????????? ??????,Thai Denmark Milk Land The Mall Lifestore Thapra,G,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2068,?????? ?? ?????????????????? ???????,MOLLY TEA The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2072,??? ????? ?? ?????????????????? ??????????,S&P The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2080,???????? ?????????????????? ??????,SANTA FE The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2085,????????? ?????????????????? ?????,YOGURUTO The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2088,??? ?? ??? ?????????????????? ??????????,BAKE A WISH The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2093,???????? ???? ?????????????????? ?????,YAKINIKU LIKE The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2101,????????? ?????????????????? ??????,PELICANA CHICKEN The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
2105,???? ?????????????????? ?????,AKA The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2108,????? ?????? ?????????????????? ??????????,CAFE AMAZON The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2111,???????????? ?????????????????? ?????,SALAD FACTORY The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2128,?????????? ?????????????????? ?????,BEARHOUSE The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2137,?????? ????????????? ????????? ?????,MK RESTAURANTS The Mall Korat,2,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
2138,??????? ??? ??? ????? ?????????????????? ???????,HOKKAIDO BAKED CHEESE TART The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2154,????????? ?????? ?????????????????? ??????????,BAR B Q PLAZA The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2156,??????? ?????????????????? ???????,KOI THE The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2163,?????? ????????????? ?????????????????? ?????,MK RESTAURANTS The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2168,?????? ?????????????????? ???????,CHATIME The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2181,???? ?????????????????? ???????,DOU The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2185,?????? ????????? ?????,BONCHON The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2195,"???????????? 
 ?????????? ?????????????????? ??????????",MR.BAO MALATANG The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2209,????????? ?????????????????? ??????????,MEE KHWAM SOOK The Mall Lifestore Ngamwongwan,2,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2216,???????? ????????? ?????,MIXUE The Mall Korat,3,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
2220,??????? ?????????????????? ??????????,OH JUICE The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2223,???????????? ?????????????????? ??????????,SALAD FACTORY The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2227,??????????? ????????? ?????,SIZZLER The Mall Korat,2,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
2240,?????????? ?????????????????? ??????,SWENSEN'S The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
2241,???????? ?????????????????? ?????,CHESTER'S The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
2252,?????????? ?????????????????? ??????????,SWENSEN'S The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2265,?????????? ????????? ?????,BEARHOUSE The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2310,??????? ?????????????????? ??????????,SUSHIRO The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2312,???????? ????????? ?????????????????? ??????????,GUGU CHICKEN The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2322,?????? ?????????????????? ??????????,SHABUSHI The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
2323,?????? ????? ?????????????????? ??????????,OISHI RAMEN The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2324,?????? ?????????????????? ??????,SHABUSHI The Mall Lifestore Thapra,4,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
2325,??????? ?????????????????? ???????,PURADAK The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2326,???????????? ?????????????????? ???????,SALAD FACTORY The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
2329,????? ???? ??? ???? ???????????,TRIBE Sky Beach Club Emsphere,5,???????????????,Emsphere,Dining,Dining,active,,,,,,,,,,,,,,,,,
38,??????? ?????? ????????? ?????????????????? ???????,PALFISH ENGLISH CENTER The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
237,?????????????? ?????????? ?????????????????? ???????,STAR ART The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
588,??????????? ???????? ?????????????????? ??????,KPN MUSIC ACADEMY The Mall Lifestore Thapra,7,?????????????????? ??????,The Mall Lifestore Thapra,Education,Education,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
617,??????? ?????????????????? ??????????,TOPONE The Mall Lifestore Ngamwongwan,1,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Education,Education,active,,,,,,,,,,,,,,,,,
662,????????????? ??????? ?????????????????? ??????????,YAMAHA MUSIC SCHOOL The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Education,Education,active,,,,,,,,,,,,,,,,,
781,???????????????????????????? (??????????) ?????????????????? ???????,PIANAKSORN CHINESE LANGUAGE SCHOOL The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
814,????????????? ??????? ?????????????????? ???????,YAMAHA MUSIC SCHOOL The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Education,Education,active,,,,,,,,,,,,,,,,,
