no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
1857,????? ??????????? ?????????????????? ???????,AEON The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1933,??????????????????? ?????????????????? ???????,Bank Of Ayudhya (BAY) The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1947,???????????? ?????????????????? ?????,Tisco The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1963,?????? ?????????? ??? ?????????????????? ???????,CIMB Thai The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1970,???????????????????? ?????????????????? ??????????,Government Housing Bank (GHB) The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1993,??????????????????? ?????????????????? ??????,Bank Of Ayudhya (BAY) The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
1994,???????????? ?????????????????? ??????????,Tisco The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2014,?????????????????? ?????????????????? ??????,TMB Thanachart Bank (TTB) The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2042,?????????????? ????????? ?????,Kasikorn Bank (KBank) The Mall Korat,B,????????? ?????,The Mall Korat,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2055,??????????????? ?????????????????? ??????????,The Viriyah Insurance The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2056,????????????? ????? ?????????????????? ??????????,Bangkok Bank (BBL) The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2071,????? ??????????? ?????????????????? ?????,AEON The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2113,????????????? ?????????????????? ?????,Krung Thai Bank (KTB) The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2123,???????????? ?????????????????? ???????,Government Savings Bank (GSB) The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2126,???????????????? ??????? ???????? (?????????) ????? ?????????????????? ???????,DBS Vickers Securities The Mall Lifestore Bangkapi,,?????????????????? ???????,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2133,???????????????? ?????????????????? ??????????,Siam Commercial Bank (SCB) The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2143,??????????????????? ?????????????????? ??????????,Muang Thai Life Assurance The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2160,???????????? ?????????????????? ???????,UOB The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2184,??????????????? ???????????? ?????????????????? ??????????,The Thai Credit Retail Bank (TCR) The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2202,??????????????????? ????????? ?????,Bank Of Ayudhya (BAY) The Mall Korat,3,????????? ?????,The Mall Korat,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
2212,?????? ?????????? ?????????????????? ?????,UOB Xpress The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2244,??????????? ????? ?????? ?????????????????? ?????,LAND AND HOUSES BANK (LH) The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Bank & Insurance,Bank & Insurance,active,,,,,,,,,,,,,,,,,
2,??????? ?????? ?????????????????? ???????,THE TOUCH CLINIC The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
9,?? ?????? ?????? ?????????????????? ??????????,V SQUARE CLINIC The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
19,??????????? ????????????? ?????????????????? ??????????,THE SEPHORA CLINIC The Mall Lifestore Ngamwongwan,11,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
27,????? ?????? ?????????????????? ?????,ETOILE CLINIC The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
51,??? ?????? ?????????????????? ???????,PAN CLINIC The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
72,???????????? ????????? ?????,PORNKASEM CLINIC The Mall Korat,3,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
225,?????????? ?????? ?????????????????? ???????,DERMCARE CLINIC The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
466,?????? ?????? ????????? ?????,BTP CLINIC The Mall Korat,2,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
467,??????? ?????? ?????????????????? ?????,THE TOUCH CLINIC The Mall Lifestore Bangkae,7,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
548,??? ?????? ?????????????????? ?????,PAN CLINIC The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
550,????? ?????????????????? ??????????,SPARSHA The Mall Lifestore Ngamwongwan,,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
590,????????? ??? ?????? ?????????????????? ??????,HEALTHY FACE CLINIC The Mall Lifestore Thapra,10,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
615,??? ?????? ?????????????????? ?????,PAN CLINIC The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
627,???????? ?????? ?????????????????? ??????,INSPIRE CLINIC The Mall Lifestore Thapra,10,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
636,???????????? ?????????????????? ???????,THE KLINIQUE The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
656,???????? ??????? ????????? ?????????????????? ??????,APEX MEDICAL CENTER The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
673,?????????? ??????? ?????? ?????????????????? ???????,INFINITY MEDICAL CLINIC The Mall Lifestore Bangkapi,,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
727,?????? ?????? ?????????????????? ??????????,NITIPON CLINIC The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
734,???? ???????? ?????? ????????? ?????,THE VENISIA CLINIC The Mall Korat,2,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
742,??? ?????? ????????? ?????,PAN CLINIC The Mall Korat,2,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
745,????????????? ?????????????????? ???????,DALA ROSE CLINIC The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
748,???????????? ????????? ?????,THE KLINIQUE The Mall Korat,2,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
752,???????? ?????? ?????????????????? ???????,LIENJANG CLINIC The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
776,???????? ?????? ?????????????????? ???????,GRANEDA CLINIC The Mall Lifestore Bangkapi,,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
794,?????? ?????? ?????????????????? ?????,KTC CLINIC The Mall Lifestore Bangkae,9,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
811,?????? ?????? ?????????????????? ???????,NITIPON CLINIC The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
837,?????????????????????? ?????????????????? ?????,L.A.B.X CLINIC The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
845,??????? ?????? ?????????????????? ??????????,ELITON CLINIC The Mall Lifestore Ngamwongwan,8,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
867,???????? ??????? ????????? ?????????????????? ???????,APEX MEDICAL CENTER The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
881,??????? ?????? ?????????????????? ??????????,URANUS CLINIC The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
883,??????????????? ????????? ?????,RAMAWIN SKIN & LASER CLINIC The Mall Korat,2,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
941,??????????? ?????? ?????????????????? ??????????,PROGRESSION CLINIC The Mall Lifestore Ngamwongwan,8,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
960,??????? ????????? ????????? ?????,SLIM UP CENTER The Mall Korat,2,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
968,??????? ?????? ????????? ?????,URANUS CLINIC The Mall Korat,2,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1001,?????? ?????? ?????????????????? ??????,NITIPON CLINIC The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1032,?? ?????? ?????? ?????????????????? ?????,V SQUARE CLINIC The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1040,????? ?????????????????? ???????,SPARSHA The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1041,??-??? ?????? ?????????????????? ?????,JAE - HWA CLINIC The Mall Lifestore Bangkae,6,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1043,?? ?????? ?????? ?????????????????? ??????,V SQUARE CLINIC The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1057,????????? ?????? ?????????????????? ???????,THE RITZ CLINIC The Mall Lifestore Bangkapi,,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1058,??????? ?????? ?????????????????? ???????,RAJDHEVEE CLINIC The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1059,??????? ?????? ?????????????????? ???????,URANUS CLINIC The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1078,???????? ?????? ????????? ?????,INSPIRE CLINIC The Mall Korat,B,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1085,????? ?????? ?????????????????? ??????,ATITHA CLINIC The Mall Lifestore Thapra,10,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1141,??????? ?????? ?????????????????? ??????,URANUS CLINIC The Mall Lifestore Thapra,11,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1155,??????? ?????? ?????????????????? ?????,URANUS CLINIC The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1156,?????????????? ??????? ?????????????????? ?????,PBS DENTAL CLINIC The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1176,???? ???????? ?????? ?????????????????? ???????,THE VENISIA CLINIC The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1196,?????? ?????? ????????? ?????,Le' Nang Clinic The Mall Korat,2,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1201,??????? ?????? ?????????????????? ??????,URANUS CLINIC The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1204,?? ?????? ?????? ?????????????????? ???????,B.X CLINIC The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1213,???????????? ?????????????????? ???????,PORNKASEM CLINIC The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1222,?? ?????? ?????? ?????????????????? ?????,B.X CLINIC The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1243,????? ?????????????????? ?????,SPARSHA The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1251,????? ????? ?????? ?????????????????? ??????,DELA PREETI CLINIC The Mall Lifestore Thapra,10,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1268,??? ?????? ?????????????????? ??????????,PAN CLINIC The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1273,??????????????? ????????? ?????,THE BEST CLINIC The Mall Korat,2,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1275,????? ????? ?????? ?????????????????? ?????,DELA PREETI CLINIC The Mall Lifestore Bangkae,6,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1284,?????? ???????????? ?????? ?????????????????? ??????,SUPREME EXCLUSIVE CLINIC The Mall Lifestore Thapra,10,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1320,?????? ?????? ?????????????????? ??????,NEWGEN CLINIC The Mall Lifestore Thapra,10,?????????????????? ??????,The Mall Lifestore Thapra,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1401,???????? ??????? ????????? ?????????????????? ?????,APEX MEDICAL CENTER The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1487,?????????????????? ?????????????????? ??????????,ALODIE CLINIC The Mall Lifestore Ngamwongwan,,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1508,?????? ?????????????? ?????????????????? ???????,AMANDA BEAUTY&NAIL The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1532,?????????????????????? ?????????????????? ??????????,L.A.B.X CLINIC The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1548,???????? ?????? ?????????????????? ???????,MAKALIN CLINIC The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1549,?????????? ?????? ?????????????????? ???????,ROMRAWIN CLINIC The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1556,????? ?????????????????? ??????????,SPARSHA The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1562,?????????? ???? ?????? ?????????????????? ?????,THE MORNING CARE CLINIC The Mall Lifestore Bangkae,6,?????????????????? ?????,The Mall Lifestore Bangkae,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1578,?????? ?????? ?????? ?????????????????? ???????,CDB WELLNESS CLINIC The Mall Lifestore Bangkapi,,?????????????????? ???????,The Mall Lifestore Bangkapi,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
1598,???????????? ????????? ?????,GANGNAM CLINIC The Mall Korat,2,????????? ?????,The Mall Korat,Beauty Clinic,Beauty Clinic,active,,,,,,,,,,,,,,,,,
