no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
309,บริษัท เซ็นทรัลเทรดดิ้ง จำกัด เดอะมอลล์ โคราช,CMG (CENTRAL MARKETING GROUP) The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
312,เอชแอนด์เอ็ม (Shopping Complex) พารากอน,H&M (Shopping Complex) Paragon,2,พารากอน,Paragon,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
314,เอชแอนด์เอ็ม (Shopping Complex) เอ็มควอเทียร์,H&M (Shopping Complex) Emquartier,1,เอ็มควอเทียร์,Emquartier,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
455,นิโก๊ะ แอนด์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,Niko and The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
456,เพนคิลเลอร์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,PAINKILLER ATELIER The Mall Lifestore Ngamwongwan,2,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
479,แกลลอป เดอะมอลล์ไลฟ์สโตร์ บางแค,GALLOP The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
499,MERGE เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,MERGE The Mall Lifestore Ngamwongwan,G,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
531,MERGE เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,MERGE The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
575,คิปลิ้ง เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,KIPLING The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
603,แคท คิดสตัน เดอะมอลล์ไลฟ์สโตร์ บางแค,CATH KIDSTON The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
614,เอชแอนด์เอ็ม (Shopping Complex) เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,H&M (Shopping Complex) The Mall Lifestore Thapra,G,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
624,เบอร์เคนสต๊อก เดอะมอลล์ไลฟ์สโตร์ บางแค,BIRKENSTOCK The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
634,ยัสปาล เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,JASPAL The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
644,บาจา เดอะมอลล์ไลฟ์สโตร์ บางแค,BATA The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
652,ยูนิโคล่ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,UNIQLO The Mall Lifestore Thapra,G,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
657,เอสโอเอส เซนส์ ออฟ สไตล์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,SOS - SENSE OF STYLE The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
672,ซิตี้ เชน เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,CITY CHAIN The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
686,เอชแอนด์เอ็ม เดอะมอลล์ โคราช,H&M The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
696,เทวิน ออริจินัล สไตล์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,TAYWIN ORIGINAL STYLE The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
707,คามิมูระ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,KAMIMURA The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
709,อีเอสพี เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,ESP The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
728,สไมลี่ฮาวด์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,SMILEYHOUND The Mall Lifestore Ngamwongwan,2,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
740,นิโกะแอนด์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,NIKO AND... The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
749,ยัสปาล เดอะมอลล์ โคราช,JASPAL The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
764,อัลโด้ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,ALDO The Mall Lifestore Bangkapi,M,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
780,ไซโก้ (Mer B) เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,SEIKO (Mer B) The Mall Lifestore Bangkapi,M,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
792,จีคิว เดอะมอลล์ไลฟ์สโตร์ บางแค,GQ The Mall Lifestore Bangkae,G,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
797,แม็ค ยีนส์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,MC JEANS The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
801,สาริน เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,SARIN The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
807,ยูนิโคล่ เดอะมอลล์ไลฟ์สโตร์ บางแค,UNIQLO The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
825,ลิน เดอะมอลล์ โคราช,LYN The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
862,เทวิน ออริจินัล สไตล์ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,TAYWIN ORIGINAL STYLE The Mall Lifestore Thapra,1,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
877,ยืดเปล่า เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,YUEDPAO The Mall Lifestore Ngamwongwan,2,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
886,สตีฟ แมดเด้น เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,STEVE MADDEN The Mall Lifestore Bangkapi,M,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
904,ลิซึ่ม เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,LISM The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
906,ลิน อราวนด์ เดอะมอลล์ไลฟ์สโตร์ บางแค,LYN AROUND The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
909,ยัสปาล เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,JASPAL The Mall Lifestore Bangkapi,M,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
910,วอล์คกิ้ง แฮบิท เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,WALKING HABIT The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
911,เอชแอนด์เอ็ม พารากอน,H&M Paragon,1,พารากอน,Paragon,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
914,เทอตี้ เลิฟ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,THIRTY LOVE The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
927,อเนลโล่ เดอะมอลล์ไลฟ์สโตร์ บางแค,ANELLO The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
959,เรด แวร์เฮาส์ บาย ฟลายนาว เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,RED WAREHOUSE BY FLYNOW The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
961,เทวิน ออริจินัล สไตล์ เดอะมอลล์ โคราช,TAYWIN ORIGINAL STYLE The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
980,ซีซี ดับเบิ้ล โอ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,CC DOUBLE O The Mall Lifestore Ngamwongwan,1,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
991,ประดับ เดอะมอลล์ไลฟ์สโตร์ บางแค,PRADAP The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1010,ยูนิโคล่ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,UNIQLO The Mall Lifestore Bangkapi,M,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1016,เจลลี่บันนี่ เดอะมอลล์ โคราช,JELLY BUNNY The Mall Korat,2,เดอะมอลล์ โคราช,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1034,ยืดเปล่า เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,YUEDPAO The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1049,เอช ดอท เอช เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,H.H The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1051,ซีซี ดับเบิ้ล โอ เดอะมอลล์ไลฟ์สโตร์ บางแค,CC DOUBLE O The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1053,แฮส เดอะมอลล์ โคราช,HAAS The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1060,แม็ค ยีนส์ เดอะมอลล์ โคราช,MC JEANS The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1098,ไซโก้ (Mer B) เดอะเอ็มสเฟียร์,SEIKO (Mer B) Emsphere,1,เดอะเอ็มสเฟียร์,Emsphere,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1150,แมงโก้ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,MANGO The Mall Lifestore Bangkapi,M,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1151,บอดี้ โกลฟ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,BODY GLOVE The Mall Lifestore Bangkapi,1,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
1157,เอชแอลเอ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,HLA CONCEPT STORE The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Fashion,Fashion,active,,,,,,,,,,,,,,,,,
